timestamp,stop_id,stop_name,stop_lat,stop_lon,ticket_type,is_valid
2025-03-17T07:00:04,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,senior,true
2025-03-17T07:10:58,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:12:10,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:16:52,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:18:23,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:18:35,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:18:58,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,mensal,true
2025-03-17T07:23:51,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:25:46,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,mensal,true
2025-03-17T07:26:14,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:33:16,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:34:52,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,senior,true
2025-03-17T07:36:10,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:36:36,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:37:34,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,senior,true
2025-03-17T07:39:10,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,passe_social,true
2025-03-17T07:42:06,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,avulso,true
2025-03-17T07:45:05,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:45:10,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,passe_social,true
2025-03-17T07:45:11,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:47:12,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:51:31,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T07:54:33,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,mensal,true
2025-03-17T07:59:15,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T08:01:38,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T08:03:11,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
2025-03-17T08:07:12,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,passe_social,true
2025-03-17T08:07:49,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,mensal,true
2025-03-17T08:13:00,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,senior,true
2025-03-17T08:14:05,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,senior,true
2025-03-17T08:17:36,0370,Universidade do Minho,41.557647115057804,-8.397591146378247,estudante,true
